Date,Operator,Aboard,Fatalities
08/24/2003,Tropical Airways,21,21
08/26/2003,US Airways Express,2,2
09/11/2003,Wasaya Airways,8,8
09/19/2003,Ameristar Jet Charter,2,1
09/20/2003,Sundance Helicopters,7,7
09/27/2003,Les Ailes de Gaspé Inc.,3,3
10/03/2003,Air taxi - Rumo Notre Air Taxi,4,4
10/03/2003,Air Freight New Zealand,2,2
10/11/2003,Transmandu,2,1
10/26/2003,CATA Linea Aerea,5,5
10/27/2003,Aeroextra,3,3
10/29/2003,FedEx,1,1
11/08/2003,Trans Guyana Airways,7,2
11/08/2003,Heliwork WA Pty Ltd. - Air Taxi,4,4
11/29/2003,Ameriflight,1,1
12/16/2003,Huron Air,3,2
12/18/2003,Líneas Aéreas Suramericanas,3,3
12/23/2003,Pavair,2,2
12/25/2003,Union des Transports Aeriens de Guinee,161,140
01/03/2004,Flash Air,148,148
01/13/2004,Uzbekistan Airways,37,37
01/17/2004,Georgia Express,10,10
01/28/2004,Tassili Airlines,5,1
02/10/2004,Kish Airlines,46,43
02/24/2004,City-Jet,6,6
03/01/2004,Air taxi,4,4
03/04/2004,Azov Avia Airlines,7,3
07/12/2004,Dodita Air Cargo,2,1
03/18/2004,Air Taxi,6,6
03/21/2004,Air Ambulance - Med-Trans Corp.,5,4
05/02/2004,Procuradoria General de la Republica,7,7
05/04/2004,Venezuelian Government,7,7
05/05/2004,Aerotransportes Petroleros,7,3
05/06/2004,Charter - Air Cush,10,6
05/11/2004,El Magal Aviation,7,7
05/14/2004,Rico Linhas Aereas,33,33
05/18/2004,Aray-Avia,12,1
05/18/2004,AZAL Cargo Company,7,7
05/23/2004,Blue Bird Aviation,2,2
05/25/2004,Yeti Airlines,3,3
06/08/2004,Gabon Express,30,19
06/11/2004,Air taxi - Aero Air Taxi,4,4
06/28/2004,United Nations -  UTair Charter,24,24
07/02/2004,Air Trek,6,6
07/10/2004,Capital Airlines Inc.,2,2
07/22/2004,BHS - Brazilian Helicopter Service  Air Taxi,11,6
07/29/2004,Airlines of PNG,3,2
08/13/2004,Air Taroma,2,1
08/17/2004,Alpine Air Express,2,2
08/18/2004,Transworld Safaris,3,3
08/24/2004,Sibir Airlines,46,46
08/24/2004,Volga-Avia Express,41,41
08/27/2004,Mavrik Aire Transport,3,1
09/09/2004,Jett Paqueteria SA,2,2
09/29/2004,Air Flamence,1,1
10/05/2004,Sarit Airlines,4,4
11/22/2004,Business Jet Services,3,3
11/27/2004,Presidental Airways Inc. - Air Taxi,6,6
10/14/2004,Pinnacle Airlines/Northwest Airlink,2,2
10/14/2004,MK Airlines,7,7
10/15/2004,Aerovanguardia,3,3
10/16/2004,PacifiAir,2,2
10/19/2004,Corporate Airlines (American Connection),15,13
10/24/2004,Private - Hendrick Motorsports Inc.,10,10
10/24/2004,Med Flight Air Ambulance - Private,5,5
11/18/2004,Venezolana,21,3
11/21/2004,China Eastern Airlines,53,53
11/28/2004,Glow Air/Air Castle - Charter,6,3
11/30/2004,Lion Air,154,26
11/30/2004,Grand Aire,2,2
12/06/2004,Salmon Air - Air Taxi,2,2
12/07/2004,SAVIARE S.A. - Air Taxi,6,6
12/10/2004,Guardia Nacional de Venezuela,16,16
12/11/2004,NHR Táxi-Aéreo,2,2
12/11/2004,Airline Transport,7,1
01/13/2005,Tura Air Enterprise,9,9
01/13/2005,AirNow,1,1
01/27/2005,Farnair Hungary,2,2
02/03/2005,Kam Air,104,104
02/03/2005,Air West,7,7
02/10/2005,Action Air Express Inc. - Air Taxi,2,2
02/16/2005,Circuit City Stores - Charter,8,8
02/22/2005,Missionary Aviation Fellowship,13,2
02/22/2005,Indonesian National Police,18,15
03/08/2005,Air Global,2,2
03/15/2005,Loganair,2,2
03/16/2005,Regional Airlines,52,28
03/23/2005,Air Transport,8,8
03/26/2005,West Caribbean Airways,14,8
04/12/2005,GT Air,18,18
04/20/2005,Saha Airline Services,169,3
05/02/2005,Airwork,2,2
05/05/2005,Kisangani Airlift,11,10
05/07/2005,Aero-Tropics,15,15
05/16/2005,Transportes Aereos Don Carlos - Charter,10,10
05/25/2005,Charter - Maniema Union (owner Victoria Air),27,27
06/02/2005,Marsland Aviation,42,7
07/16/2005,Ecuatair,60,60
08/02/2005,Air France,309,0
08/06/2005,Tuninter,39,16
08/10/2005,Copterline,14,14
08/14/2005,Helios Airways,121,121
08/16/2005,West Caribbean Airways,160,160
08/23/2005,TANS Peru,98,40
09/05/2005,Kavatshi Airlines,11,11
09/05/2005,Mandala Airlines,117,99
09/09/2005,Air Kasai,14,14
09/15/2005,Viaçao Cometa,2,2
09/16/2005,Wayumi Air Taxi,4,4
09/23/2005,"Heli-USA Airways, In- Air Taxi",6,4
10/04/2005,Wimbi Dira Airways,100,2
10/06/2005,Morningstar Air Express,1,1
10/22/2005,Bellview Airlines,117,117
11/19/2005,Ivolga Avia,8,8
12/08/2005,Southwest Airlines,103,0
12/10/2005,Sosoliso Airlines,109,108
12/19/2005,Chalk's Ocean Airways,20,20
12/23/2005,Azerbaijan Airlines,23,23
11/17/2006,Trigana Air Service,12,12
12/28/2005,Skyward Aviation,2,2
01/02/2006,Evolga,3,3
01/08/2006,Service Air,6,6
01/21/2006,SoniBlue Airways,8,3
02/05/2006,Air Cargo Carriers,3,3
02/08/2006,TriCoastal Air,1,1
03/07/2006,Aerovalles,6,6
03/18/2006,Ameriflight,2,2
03/24/2006,ATESA,14,5
03/31/2006,Team Air,19,19
04/23/2006,Yug Avia,5,4
04/24/2006,U.S. Government (leased),16,2
04/28/2006,King Air Charter,3,3
05/03/2006,Armavia,113,113
05/14/2006,Saskatchewan Government Northern Air Operations,3,1
05/23/2006,Air São Tomé,4,4
06/02/2006,International Jet Charter,5,2
06/08/2006,Air Taxi - MajestiAlliance,2,2
06/21/2006,Yeti Airlines,9,9
06/30/2006,Naturelink,3,1
07/02/2006,Himmelsschreiber,6,5
07/07/2006,Mango Airlines,5,5
07/09/2006,Sibir (S7),203,128
07/10/2006,Pakistan International Airlines,45,45
08/03/2006,Tracep,17,17
11/18/2006,Aerosucre Colombia,5,5
08/04/2006,AirNow,1,1
08/13/2006,Air Algerie,3,3
08/22/2006,Pulkovo Airlines,170,170
08/27/2006,Comair,50,49
09/01/2006,Iran Air Tours,148,29
09/29/2006,Gol Airlines / Private,161,154
10/10/2006,AtlantiAirways,16,4
10/29/2006,ADC Airlines,105,96
12/10/2006,Air ambulance - Mercy Air Services,3,3
12/14/2006,PenAir,2,2
12/16/2006,Air Charter - Tanzanian Air Services,6,3
01/01/2007,Adam Air,102,102
01/05/2007,DJB Air Charter,10,1
01/09/2007,Moldovan Aeriantur-M Air Cargo,35,34
01/10/2007,Ameristar Jet Charter,2,2
01/12/2007,SunQuest Executive Air Charter,2,2
01/25/2007,Regional Compagnie Aerienne Europeenne,54,0
02/06/2007,Air Turks & Caicos,6,1
02/07/2007,Metro Aviation,3,3
03/07/2007,Garuda Indonesia Airlines,140,22
03/08/2007,Heli-USA Airways,7,4
03/11/2007,Inter-Island,5,1
03/17/2007,UTAir Airlines,57,6
03/23/2007,Transaviaexport Airlines,11,11
04/25/2007,Air Services,5,3
05/05/2007,Kenya Airways,114,114
05/17/2007,Safe Air Complany,3,3
06/03/2007,Paramount Airlilnes,22,21
06/04/2007,University of Michigan Health System,6,6
06/13/2007,Mongolian Defense Ministry,22,15
06/16/2007,Nyika Safaris,6,6
06/21/2007,Karibu Airways,25,1
06/25/2007,PMT Air,22,22
06/28/2007,TAAG Angola Airlines,78,5
07/05/2007,Jett Paqueteria SA,3,3
07/05/2007,Charter - Private,9,2
07/08/2007,Liard Air,5,1
07/17/2007,TAM (Brazil),187,187
07/23/2007,Djibouti Airlines,9,1
07/24/2007,Taquan Air Service,5,5
07/29/2007,Atran,9,9
08/05/2007,Southwest Medivac,5,5
08/09/2007,Air Moorea,20,20
08/16/2007,SeaWind Aviation,10,6
08/22/2007,Two Taxi Aero,2,2
08/26/2007,Great Lakes Business Complany,15,14
09/07/2007,Galaxy Kavatsi Airlines,8,8
09/16/2007,One-Two-Go Airlines,130,90
09/24/2007,Karibu Airways,6,1
10/04/2007,Africa One Congo,22,21
10/04/2007,SceniAir Tours,3,3
10/07/2007,Kapowsin Air Sports,10,10
10/08/2007,Nacional de Aviacion,18,18
11/04/2007,Reali Taxi Aereo,2,2
11/08/2007,Juba Air Cargo,4,0
11/30/2007,Atlasjet Airlines,57,57
12/03/2007,"Evergreen Alaska Helicopters, Inc.",4,4
12/05/2007,Castle Aviation,2,2
12/09/2007,Fun Air,5,5
01/04/2008,Transaven,18,18
01/05/2008,Servant Air,10,6
01/14/2008,Apline Aviation,1,1
01/17/2008,British Airways,152,0
01/19/2008,Gira Globo Charter,13,13
01/26/2008,Dirgantara Air Service,3,3
02/21/2008,Santa Barbara Airlines,46,46
02/26/2008,BHS - Brazilian Helicopter Service Air Taxi,20,5
03/03/2008,United Nations Mission,10,10
03/15/2008,Trade Wings Aviation Ltd.,3,3
04/03/2008,Blue Wing Airlines,19,19
04/09/2008,Avtex Air Services,1,1
04/11/2008,Kata Transportation,8,8
04/15/2008,Hewa Bora Airways,85,0
04/28/2008,Naftogaz,20,20
05/02/2008,Southern Sudan Air Connection,24,24
05/17/2008,Chelan Air Service,5,2
05/23/2008,Alpine Aviation ,1,1
05/24/2008,Island Express Helicopter Service,6,4
05/26/2008,Moskovia Airlines,9,9
05/30/2008,TACA International Airlines,136,3
06/07/2008,Patagonia Airlines,10,10
06/08/2008,PHI Air Medical,4,4
06/10/2008,Sudan Airways,214,32
06/18/2008,Wiggins Airways,1,1
06/27/2008,Juba Air Cargo,8,7
06/29/2008,Air Methods / ClassiHelicopters,7,6
06/30/2008,Ababeel Aviaition,4,4
07/06/2008,USA Jet Airlines,2,1
07/07/2008,Centurian Air Cargo,8,0
07/10/2008,Aerocord,9,9
07/31/2008,East Coast Jets,8,8
08/03/2008,PacifiCoast Airlines,7,5
08/05/2008,Junction City Fire Department,13,9
08/13/2008,Fly 540,3,3
08/20/2008,Spanair,172,154
08/24/2008,Aéreo Ruta Maya,14,11
08/24/2008,Itek Air,90,68
08/30/2008,Conviasa,3,3
09/01/2008,Air Serv Internatiional/CemAir,17,17
09/01/2008,Air Tahoma,3,3
09/03/2008,Aerogulf,7,7
09/14/2008,Aeroflot,88,88
09/19/2008,Global Executive Aviation,6,4
09/27/2008,Maryland State Police,5,4
10/08/2008,Yeti Airlines,19,18
10/15/2008,Air Angles Inc.,4,4
11/04/2008,Mexican Government,8,8
11/08/2008,East African Air Charters,5,4
11/13/2008,Falcon Aviation Group,7,7
11/16/2008,PacifiCoastal Airlines,8,7
11/27/2008,XL Airways leased from Air New Zealand,7,7
12/03/2008,Webstas Aviation Services Inc.,3,3
12/11/2008,Rotorcraft Leasing Co,3,3
12/15/2008,Alantis Aviation,12,12
